pt1_dltres,pt2_dltres,pt3_dltres
0.241071,1.354264,0.196836
0.137038,1.540159,0.063496
0.594962,1.317371,0.055962
0.759879,1.575271,0.020227
0.642350,1.640728,0.095045
0.226178,1.332697,0.095045
0.231164,1.181803,0.270210
0.368209,1.087851,0.126774
0.414245,1.367374,0.126774
0.389039,1.264611,0.006586
0.055021,1.220954,0.571580
0.035674,1.603643,0.323454
0.003753,1.861412,0.224337
0.017243,2.009933,0.250557
0.026870,2.440248,0.258097
0.034889,1.198578,0.258097
0.019339,1.696138,0.023073
0.178798,1.907875,0.015533
0.171621,2.274596,0.015533
0.074170,2.139580,0.015533
0.074007,1.460792,0.126287
0.025358,0.874046,0.244582
0.041292,0.662638,0.355338
0.028827,1.029568,0.355338
0.021637,1.185834,0.355338
0.036393,1.404927,0.355338
0.022339,0.596457,0.355338
0.048824,0.808269,0.296191
0.025081,0.824764,0.296191
0.000794,1.225034,0.296191
0.011048,1.288533,0.296191
