pt1_dltres,pt2_dltres,pt3_dltres
0.491622,1.007143,0.055209
0.286036,1.294873,0.046758
0.537224,1.228044,0.064676
0.795732,1.098691,0.016086
0.591728,0.939148,0.051909
0.545832,1.237048,0.062449
0.495836,1.384024,0.061524
0.515639,1.584923,0.039228
0.599374,0.052930,0.046031
0.544257,0.465563,0.052982
0.554313,0.376515,0.038791
0.571225,0.386938,0.053133
0.556781,0.685208,0.047471
0.321679,0.800838,0.050196
0.578902,1.039794,0.059586
0.579662,1.060638,0.056999
0.562375,0.974361,0.066826
0.589014,1.050847,0.076929
0.575991,1.005162,0.042740
0.549251,1.126613,0.060161
0.566526,1.359776,0.042879
0.548203,1.277387,0.052696
0.487357,1.357755,0.055420
0.416198,1.047613,0.069252
0.557292,0.901189,0.034713
0.753648,1.061462,0.045106
0.726572,1.289913,0.041079
0.533089,1.071430,0.059071
0.491486,0.679285,0.060511
0.355109,0.176501,0.045755
0.618627,0.145037,0.054058
0.832226,0.309286,0.043605
0.745159,0.049534,0.043666
0.570149,0.097043,0.073915
0.571523,0.221462,0.070476
0.540967,0.505951,0.052268
0.804649,0.450141,0.059508
0.797650,0.571943,0.078840
0.453313,0.762386,0.053331
0.544262,0.857068,0.062660
0.557737,1.000443,0.055204
0.501978,0.789476,0.046468
0.816245,0.823075,0.059646
0.755569,1.260418,0.060433
0.435393,1.168744,0.056571
0.369926,1.283144,0.062233
0.477919,1.268931,0.053055
0.449408,0.775749,0.053492
0.448265,0.819837,0.051614
0.396794,0.664480,0.055918
0.402262,0.794782,0.068170
0.750534,0.858733,0.062444
0.674520,0.829027,0.059508
0.454987,1.067248,0.055343
0.513232,1.230956,0.053902
0.610259,1.234614,0.047964
0.757902,1.476517,0.052130
0.759504,1.525167,0.073123
0.671291,1.069804,0.033922
0.401354,0.811600,0.032011
0.455729,0.732543,0.017531
0.666848,0.861071,0.006265
0.538025,0.800372,0.016856
0.361373,1.111551,0.089937
0.676291,1.012466,0.104417
0.670778,1.040530,0.243656
0.596732,1.221615,0.260860
0.307253,1.279419,0.250896
0.579317,1.218550,0.246381
0.537376,1.277640,0.098540
0.469891,1.482165,0.082697
0.305100,1.538185,0.056234
0.540564,1.423217,0.047632
0.469523,1.339787,0.252606
0.194109,1.308729,0.226800
0.221738,1.258718,0.218198
0.237911,1.494776,0.191963
0.545914,1.701079,0.281209
0.589494,1.974691,0.434223
0.597809,2.065276,0.501802
0.462280,1.989051,0.456070
0.197559,2.084474,0.523650
0.560298,1.782744,0.498553
0.890977,1.903209,0.505870
0.870360,1.822339,0.516971
0.874415,1.581121,0.701349
0.879466,0.859338,0.650605
0.582045,0.640677,0.587577
0.600406,0.539994,0.524990
0.598888,0.526375,0.847476
0.889265,0.627603,0.806395
0.849023,0.518564,0.122722
0.825547,0.295040,0.126661
0.756511,0.214555,0.041227
0.704665,0.241908,0.157459
0.701252,0.302148,0.260592
0.652802,0.305230,0.101625
0.679637,0.278975,0.117742
0.705273,0.197910,0.269919
0.681952,0.124011,0.269919
0.671086,0.080857,0.026720
0.673797,0.233733,0.108754
