Sparse format 3D triangulation residuals file
122	3	366
1	1	0.057074
2	1	0.208459
3	1	0.214048
4	1	0.205910
5	1	0.190918
6	1	0.190244
7	1	0.232052
8	1	0.228117
9	1	0.223110
10	1	0.231923
11	1	0.240410
12	1	0.206696
13	1	0.237928
14	1	0.232209
15	1	0.144884
16	1	0.152874
17	1	0.176240
18	1	0.179313
19	1	0.152123
20	1	0.116953
21	1	0.317480
22	1	0.318988
23	1	0.363966
24	1	0.362294
25	1	0.360526
26	1	0.412629
27	1	0.390808
28	1	0.213806
29	1	0.388915
30	1	0.428846
31	1	0.427341
32	1	0.438658
33	1	0.350679
34	1	0.193368
35	1	0.423596
36	1	0.486221
37	1	0.524000
38	1	0.596413
39	1	0.347104
40	1	0.482157
41	1	0.157426
42	1	0.081855
43	1	0.012307
44	1	0.035655
45	1	0.288193
46	1	0.323793
47	1	0.319055
48	1	0.385563
49	1	0.456073
50	1	0.185583
51	1	0.144571
52	1	0.208454
53	1	0.360515
54	1	0.377153
55	1	0.160415
56	1	0.109280
57	1	0.169982
58	1	0.353335
59	1	0.185477
60	1	0.320664
61	1	0.397382
62	1	0.525740
63	1	0.267040
64	1	0.106620
65	1	0.012377
66	1	0.159454
67	1	0.205373
68	1	0.478451
69	1	0.616794
70	1	0.542485
71	1	0.116216
72	1	0.197480
73	1	0.088965
74	1	0.041568
75	1	0.048462
76	1	0.090660
77	1	0.191933
78	1	0.277606
79	1	0.303217
80	1	0.130568
81	1	0.246436
82	1	0.091211
83	1	0.090427
84	1	0.017010
85	1	0.032090
86	1	0.110187
87	1	0.105558
88	1	0.098803
89	1	0.114585
90	1	0.104219
91	1	0.076627
92	1	0.085216
93	1	0.443076
94	1	0.451615
95	1	0.456663
96	1	0.450097
97	1	0.481682
98	1	0.468793
99	1	0.431341
100	1	0.394845
101	1	0.437949
102	1	0.495461
103	1	0.458546
104	1	0.481174
105	1	0.473291
106	1	0.436302
107	1	0.387406
108	1	0.347168
109	1	0.122992
110	1	0.155752
111	1	0.131185
112	1	0.175924
113	1	0.174627
114	1	0.162588
115	1	0.181330
116	1	0.124093
117	1	0.140736
118	1	0.133646
119	1	0.132750
120	1	0.173958
121	1	0.171515
122	1	0.091511
1	2	0.067475
2	2	0.107968
3	2	0.010786
4	2	0.079994
5	2	0.127829
6	2	0.068901
7	2	0.256140
8	2	0.436496
9	2	0.477019
10	2	0.477088
11	2	0.544026
