GF1>+ - Capture (time interval between rows = 1 msec),,,,,,,,,,,GF1>Kir2.1 - Capture,,,,,,,,,,,,,,,,,,,,,,,,,,,GF1>+ - Escape,,,,,,,,,,,,,,,GF1>Kir2.1 - Escape,,,,,,,,,,,
X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),,X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),,X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),,X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm)
21.40021205,-2.442766754,17.81130359,-0.288091205,26.48277461,-2.136356049,24.33181816,-4.614811678,21.89225709,3.533538268,,15.25831878,1.971706317,9.471485903,-1.74531366,10.92070868,-3.811545214,9.350759696,1.0815579,4.338277864,-2.742260465,11.29627756,-1.428501612,15.81394903,0.053203891,13.02027104,-2.15788676,7.632915433,3.002568743,8.87029976,1.291946935,8.633248673,1.834406341,9.341801246,2.722876899,3.789795498,-1.875727084,,13.3799832,-3.053215501,15.45246723,1.056913736,35.99174772,-4.503078984,8.028664872,1.080630342,9.567157235,3.024907212,16.65803385,1.174597665,27.31385246,3.913175546,,19.07411149,-6.266947354,18.79546572,-0.981151192,11.38594906,-0.688666019,19.22417463,-3.791497253,57.34420483,-1.825281802,10.36489319,4.335969934
21.32270168,-2.391245501,17.66536976,-0.239083975,26.32830214,-2.167799185,24.24488726,-4.586420949,21.8773148,3.524914903,,15.16387333,2.002075968,9.348418871,-1.711762492,10.89070235,-3.73974017,9.250025298,1.054090778,4.321455205,-2.694461716,11.11766344,-1.426410174,15.62776102,0.115765765,12.85619395,-2.124550367,7.519980744,2.917997426,8.64816978,1.315327817,8.593473041,1.822421391,9.294468184,2.767973996,3.736646747,-1.803653798,,13.26640748,-2.995986785,15.18290489,1.065105059,35.89048089,-4.570463912,7.993798047,1.07226091,9.484977475,3.015555639,16.6160507,1.224658948,27.22650509,3.903405189,,19.0260103,-6.227736816,18.71520412,-0.974993827,11.30301836,-0.66413393,19.17663252,-3.788794872,57.22457641,-1.796263763,10.28624401,4.282103298
21.24425112,-2.340850124,17.51571281,-0.189500122,26.17432311,-2.198258408,24.15838534,-4.55698621,21.85857229,3.515228752,,15.06572145,2.033079788,9.22328437,-1.676893353,10.85970766,-3.667515674,9.147697929,1.027608397,4.303764183,-2.646411376,10.93573479,-1.422763864,15.43732545,0.178045944,12.68878547,-2.090265934,7.405181795,2.833263395,8.420931755,1.337284615,8.553030824,1.810964873,9.245706601,2.814237409,3.683109305,-1.730676963,,13.15073992,-2.938235452,14.90699906,1.072919928,35.78911565,-4.636907551,7.958228928,1.06362756,9.400635282,3.006856731,16.57176176,1.275372616,27.14125235,3.894022689,,18.9771371,-6.188404396,18.63446357,-0.967937098,11.21850945,-0.639583092,19.12740434,-3.78583122,57.10449687,-1.767949305,10.20564401,4.227816103
21.16489674,-2.2915822,17.36233732,-0.139385633,26.02088131,-2.227735246,24.07234099,-4.52656407,21.83590678,3.504529703,,14.96379052,2.064636405,9.096160945,-1.640711778,10.82767442,-3.594945773,9.043808558,1.002150317,4.285161815,-2.59815762,10.75061536,-1.417568813,15.24274914,0.240007072,12.51817159,-2.05502927,7.288605219,2.748486223,8.188793601,1.357720231,8.511855596,1.79998402,9.195509446,2.861609098,3.629268218,-1.656896931,,13.03304998,-2.880020867,14.62500976,1.080298717,35.68765664,-4.70233137,7.921942466,1.0547302,9.314189782,2.99882424,16.52509899,1.326711942,27.0582937,3.885056243,,18.92747854,-6.148967655,18.55309579,-0.959992925,11.13239138,-0.614979236,19.07641972,-3.782633492,56.9839847,-1.740363324,10.12312791,4.173128021
21.0846731,-2.243440913,17.20525128,-0.088792569,25.86801391,-2.256230257,23.98677911,-4.495211574,21.80919564,3.492867622,,14.85801207,2.096663539,8.967131011,-1.603229008,10.79455196,-3.522102937,8.938392149,0.977751508,4.265603313,-2.54975206,10.56243891,-1.410840363,15.04414661,0.301612356,12.34448916,-2.018837478,7.170330759,2.663774921,7.95198514,1.376543947,8.4698838,1.789428866,9.143871305,2.910024248,3.575215286,-1.582416239,,12.9134127,-2.821405636,14.33722002,1.087182659,35.58610694,-4.766657242,7.884925129,1.045572112,9.225707307,2.991472883,16.47599459,1.378647493,26.9778262,3.876530344,,18.87702232,-6.109442572,18.47094253,-0.951174512,11.04463358,-0.590282058,19.02360713,-3.779225306,56.86305721,-1.713526948,10.03872932,4.118054544
21.00361399,-2.196421415,17.04446954,-0.037775474,25.71574828,-2.283743909,23.90172128,-4.462986489,21.77831594,3.48029169,,14.74832224,2.129078411,8.836281895,-1.56446114,10.76028912,-3.449057474,8.831486952,0.954441367,4.24504282,-2.501249219,10.3713489,-1.402603441,14.84164072,0.362825495,12.16788446,-1.981690054,7.05043208,2.579228497,7.710758084,1.393671114,8.42705677,1.779253579,9.090788909,2.959411414,3.521048094,-1.507341177,,12.79190914,-2.762455655,14.04393472,1.093512877,35.48446857,-4.82980747,7.847165023,1.036159926,9.135260381,2.984818145,16.42438124,1.43114662,26.90004339,3.868465349,,18.82575798,-6.069843084,18.3878356,-0.941495469,10.95520544,-0.565445165,18.96889355,-3.775626832,56.74173059,-1.687457905,9.952480271,4.062606366
20.92175354,-2.150513405,16.88001612,0.013611534,25.56410022,-2.310277013,23.81718616,-4.429947617,21.74314458,3.466850201,,14.63466256,2.161798088,8.703706769,-1.524428203,10.72483431,-3.375877011,8.723133466,0.932242745,4.223434188,-2.452705587,10.17749909,-1.392891553,14.63536246,0.423610389,11.98851259,-1.943589522,6.928977366,2.494936401,7.465385534,1.409022263,8.383321813,1.769416822,9.036261869,3.009693897,3.466868163,-1.431783208,,12.66862704,-2.703240047,13.74547884,1.099229507,35.38274262,-4.891704898,7.808652145,1.026503655,9.04292782,2.978876475,16.37019259,1.484173072,26.82513463,3.860877337,,18.77367702,-6.030181359,18.30359785,-0.93096826,10.86407662,-0.540415851,18.91220416,-3.771854423,56.62001966,-1.662170612,9.864411925,4.006789677
20.83912663,-2.10570174,16.71192522,0.065316062,25.41307397,-2.335830715,23.73318937,-4.396155228,21.70355865,3.452590383,,14.51698078,2.194739802,8.569505258,-1.483153865,10.6881358,-3.302626398,8.613373802,0.911171485,4.200731804,-2.404178446,9.981054165,-1.381745496,14.42545085,0.483930732,11.80653714,-1.904541889,6.80602985,2.410978909,7.216160951,1.42252225,8.33863193,1.759880864,8.980293493,3.060792358,3.412778091,-1.355860379,,12.54366185,-2.643831073,13.44219708,1.104271279,35.28092919,-4.952272644,7.769378702,1.016616784,8.948794248,2.973664809,16.31336375,1.53768672,26.75328506,3.853778397,,18.72077276,-5.990468318,18.21804406,-0.919603053,10.77121745,-0.515135186,18.85346208,-3.767920084,56.4979374,-1.637675853,9.774555411,3.950607048
20.75576763,-2.061969213,16.54024138,0.117287181,25.26266294,-2.360406364,23.64974297,-4.361671625,21.6594363,3.437558317,,14.39523174,2.227820933,8.433783039,-1.440666166,10.65014218,-3.229367932,8.502251717,0.891236575,4.176891299,-2.355725156,9.782190059,-1.369212572,14.212053,0.543749794,11.62212976,-1.864557238,6.681648593,2.327427613,6.963396845,1.434099504,8.292944952,1.750610331,8.922891218,3.112627573,3.358878572,-1.279698561,,12.41711761,-2.58430383,13.13445476,1.108575233,35.17902817,-5.011432973,7.729339434,1.006516315,8.852948466,2.969198871,16.2538318,1.591643406,26.68467549,3.847177259,,18.66704064,-5.950713976,18.13098068,-0.907408268,10.67659917,-0.489538449,18.79258838,-3.763831267,56.37549422,-1.613980595,9.682942704,3.894058781
20.67170878,-2.019299548,16.36501885,0.169474261,25.11285046,-2.384005469,23.56685519,-4.326561817,21.61065784,3.421798961,,14.269378,2.26095844,8.296650457,-1.396998769,10.61080264,-3.156161563,8.389813129,0.87244063,4.151870097,-2.307402849,9.581094486,-1.355345937,13.99532372,0.603030299,11.43546991,-1.823650022,6.555889576,2.244346056,6.707423791,1.443685672,8.246222909,1.741571428,8.864066439,3.165122017,3.305266415,-1.203431981,,12.289107,-2.524735732,12.82263902,1.11207652,35.07704113,-5.069105682,7.688531982,0.996222776,8.755481982,2.965491615,16.19153637,1.645994907,26.61948171,3.84107993,,18.61247808,-5.910928019,18.04220483,-0.894391377,10.58019402,-0.463555705,18.72950232,-3.75959095,56.25269765,-1.591088381,9.589607525,3.837144442
20.5869795,-1.977679339,16.18631975,0.221825436,24.96361029,-2.406629697,23.48453039,-4.290894113,21.55710621,3.405355887,,14.13939051,2.294068307,8.158221542,-1.35219162,10.5700671,-3.083064817,8.27610692,0.854780534,4.125627834,-2.259268044,9.377967358,-1.340203795,13.77542469,0.661733952,11.24674497,-1.781839062,6.42880693,2.161790438,6.448590275,1.451216236,8.198431749,1.732731662,8.803833901,3.21819983,3.252033469,-1.12720342,,12.15975101,-2.465205855,12.50716011,1.11470868,34.97497311,-5.125207013,7.646957217,0.985760204,8.656488719,2.962553315,16.12641999,1.70068896,26.55787363,3.835489968,,18.55708402,-5.871120626,17.95150395,-0.880558748,10.48197481,-0.43711264,18.66412162,-3.755197818,56.12955228,-1.568999831,9.494586216,3.779864018
20.5016065,-1.93709925,16.00421229,0.274286124,24.81490697,-2.428280684,23.40276946,-4.254740491,21.49866688,3.388270697,,14.00524924,2.327065573,8.018614369,-1.30629055,10.52788628,-3.01013242,8.161185746,0.838248035,4.098126711,-2.211376204,9.173020381,-1.323848722,13.55252344,0.719820882,11.05615015,-1.739147781,6.300454282,2.079810379,6.187263691,1.456632394,8.149541379,1.724059948,8.742210699,3.271785596,3.199265909,-1.051164438,,12.02917845,-2.405794331,12.18845251,1.116403866,34.8728327,-5.179649903,7.604619474,0.975156123,8.556065339,2.960392485,16.05842845,1.755669546,26.50001398,3.830408433,,18.50085807,-5.83130259,17.8586568,-0.865915943,10.38191428,-0.410131829,18.59636233,-3.750646596,56.00605997,-1.547712647,9.397918497,3.722218638
20.41561442,-1.897554424,15.81877028,0.326797789,24.66669636,-2.448959692,23.32156981,-4.218176665,21.43522794,3.370582673,,13.86694399,2.35986486,7.877951954,-1.259346444,10.48421182,-2.937415944,8.045106753,0.822830182,4.06933187,-2.1637814,8.966476359,-1.306347301,13.32679282,0.777249518,10.86388838,-1.695604294,6.170886208,1.998449741,5.923832498,1.459884583,8.099526059,1.715527026,8.679215065,3.325802843,3.147043802,-0.975474733,,11.89752469,-2.346581957,11.86697548,1.117092533,34.77063105,-5.23234524,7.56152685,0.96444161,8.454311086,2.959016156,15.98751095,1.81087756,26.446056,3.825833399,,18.44379953,-5.791484699,17.76343527,-0.8504691,10.27998443,-0.382534101,18.52613864,-3.745928458,55.88221996,-1.527221202,9.299647938,3.664210997
20.32902733,-1.859043148,15.63007394,0.379296764,24.51892638,-2.468667366,23.24092537,-4.181281919,21.36668104,3.35232868,,13.72447539,2.392381073,7.736362661,-1.211414713,10.43899688,-2.864963873,7.927932206,0.808509612,4.039211796,-2.116535915,8.758568952,-1.287769833,13.09841102,0.833976806,10.67017091,-1.651240444,6.040159686,1.917747464,5.658708148,1.460936648,8.048364955,1.707105974,8.614865312,3.380173206,3.095441068,-0.900300213,,11.76493026,-2.287650095,11.54321317,1.116703864,34.66838099,-5.283203171,7.517691555,0.953651405,8.351327199,2.958429824,15.91362055,1.866251526,26.39614059,3.821758958,,18.38590703,-5.751677122,17.6656057,-0.83422574,10.17615649,-0.354239392,18.45336301,-3.741031273,55.75802888,-1.50751614,9.199821912,3.605845321
20.24187076,-1.821563944,15.43821106,0.431713372,24.37153772,-2.487403681,23.16082651,-4.144138846,21.29292205,3.333542658,,13.57785599,2.424530181,7.593979831,-1.16255521,10.39219683,-2.792821983,7.809730101,0.79526487,4.007738645,-2.069689575,8.549542554,-1.268189952,12.86756144,0.889958482,10.47521858,-1.606090079,5.908335309,1.837738205,5.392324958,1.459768472,7.996042614,1.698772756,8.549179145,3.434816745,3.044525288,-0.825811121,,11.63153943,-2.229080691,11.2176752,1.115168102,34.56609626,-5.332134346,7.473130117,0.942823895,8.24721651,2.958637669,15.83671474,1.921728033,26.35039332,3.8181744,,18.32717934,-5.711889065,17.56492972,-0.817194119,10.07040142,-0.325166936,18.37794689,-3.735939607,55.63348083,-1.48858413,9.098490769,3.547126818
20.15417274,-1.785113081,15.24327846,0.483972327,24.22446439,-2.505167967,23.08126057,-4.106833049,21.21385061,3.314254441,,13.42711105,2.456229837,7.450941039,-1.112832147,10.34376991,-2.721033752,7.690574861,0.783070913,3.974888687,-2.023288938,8.339652004,-1.247684298,12.63443236,0.945149335,10.27926273,-1.560187768,5.775477951,1.75845266,5.125138353,1.456376635,7.942549081,1.69050686,8.482173395,3.489652848,2.994356903,-0.752181202,,11.49749959,-2.170956185,10.89089819,1.112419725,34.4637908,-5.379051147,7.427863358,0.932000913,8.14208346,2.959642628,15.7567561,1.977241927,,,,18.26761609,-5.672128598,17.46116485,-0.799382316,9.962690578,-0.295235045,18.29980117,-3.730634799,55.50856765,-1.470407723,8.99570645,3.488061074
20.06596374,-1.7496838,15.04538344,0.535994734,24.07763424,-2.521958951,23.00221262,-4.06945227,21.12936952,3.294488794,,13.27227858,2.487399433,7.307387641,-1.062313841,10.29367768,-2.649640524,7.57054789,0.771899699,3.9406431,-1.977376684,8.1291622,-1.226332376,12.39921679,0.999503493,10.08254525,-1.513568657,5.641657006,1.679917828,4.857623044,1.450774157,7.887879198,1.682291531,8.413864031,3.544600421,2.944988242,-0.679587193,,11.3629609,-2.113359372,10.56344818,1.108400015,34.36147857,-5.423868503,7.381916305,0.921227571,8.03603467,2.961446195,15.67371279,2.03272651,,,,18.20721782,-5.632402521,17.35406473,-0.780797576,9.852996006,-0.264360854,18.21883581,-3.725095168,55.38327946,-1.452965159,8.89152159,3.428654173
19.97727637,-1.715266579,14.84464448,0.587700282,23.93096941,-2.537774986,22.92366693,-4.032083797,21.03938505,3.274265662,,13.11340873,2.51795954,7.163464537,-1.011072626,10.24188509,-2.578681097,7.449737403,0.761720532,3.904988812,-1.931991428,7.918347388,-1.204216589,12.16211279,1.052974678,9.885317984,-1.466269153,5.506946627,1.602157697,4.590271319,1.442989942,7.832031221,1.674113177,8.34426605,3.599577023,2.896463337,-0.608207651,,11.22807612,-2.056373342,10.23592257,1.103059055,34.25917387,-5.466504312,7.335318013,0.910551972,7.929179932,2.964048435,15.58755891,2.088114101,,,,18.14598629,-5.592715668,17.2433792,-0.761444902,9.74128996,-0.232460555,18.13495887,-3.719295951,55.25760529,-1.436230149,8.785989607,3.368913682
19.88814541,-1.681849691,14.64119132,0.639007977,23.7843863,-2.552614553,22.84560834,-3.994810729,20.94380815,3.253601223,,12.95056256,2.547831083,7.019319458,-0.959185062,10.18836051,-2.508191024,7.328237482,0.752500316,3.867918638,-1.88716814,7.707490282,-1.181422152,11.92332388,1.105516274,9.687842263,-1.418327731,5.371426014,1.525194301,4.323590511,1.433067761,7.775005539,1.665960351,8.273393226,3.654497629,2.848819148,-0.538220359,,11.0930012,-2.000081345,9.908951081,1.096357514,34.15689127,-5.506879989,7.288100966,0.900024398,7.821632705,2.967448055,15.49827456,2.143336769,,,,18.08392538,-5.553069953,17.1288552,-0.74132507,9.627543279,-0.199450314,18.04807627,-3.71320903,55.13153377,-1.420171906,8.679165217,3.308850145
19.79860721,-1.649420029,14.43516475,0.689835661,23.63779524,-2.566476756,22.76802254,-3.957709679,20.84255509,3.232508491,,12.78381018,2.576934553,6.875102062,-0.906731972,10.13307601,-2.438202357,7.206147082,0.744203854,3.829430596,-1.842939106,7.496881539,-1.158036716,11.68305918,1.157081199,9.490388252,-1.369785565,5.235179234,1.449048592,4.058099287,1.421064421,7.716804014,1.657823024,8.201257814,3.709273629,2.802087924,-0.469798114,,10.95789651,-1.944566641,9.583195924,1.088267877,34.05464482,-5.544921404,7.240300218,0.889696188,7.71350965,2.971642157,15.40584556,2.198326517,,,,18.0210409,-5.513464281,17.01023807,-0.720433672,9.511723451,-0.165247285,17.95809229,-3.706802857,55.00505379,-1.404755607,8.571104397,3.248478125
19.70869827,-1.61796433,14.22671662,0.740099488,23.49109948,-2.579361531,22.69089564,-3.920850555,20.73554756,3.210997274,,12.61322922,2.605189471,6.730963768,-0.853797951,10.07600788,-2.368743948,7.08356934,0.736793804,3.789527022,-1.799334835,7.286819386,-1.134149582,11.44153302,1.207621594,9.293234124,-1.320687117,5.09829436,1.373740726,3.794323827,1.407047741,7.65742982,1.649692271,8.127870469,3.763812738,2.756299479,-0.403104627,,10.82292772,-1.889912772,9.25935188,1.078774989,33.95244728,-5.580559571,7.191952843,0.879618921,7.604930485,2.976626415,15.31026315,2.253014852,,,,17.95733952,-5.47389546,16.88727219,-0.698762094,9.393793306,-0.129770198,17.86491047,-3.700042693,54.87815458,-1.389943018,8.461863221,3.187815905
19.61845357,-1.587470305,14.01600997,0.789713681,23.34419405,-2.591269614,22.61421353,-3.88429695,20.62271337,3.189074494,,12.43890426,2.632514174,6.587057973,-0.800470644,10.01713714,-2.299841891,6.960610603,0.730229723,3.748213972,-1.756384364,7.07760895,-1.109850304,11.1989639,1.257088353,9.096665073,-1.271080792,4.960862692,1.299289887,3.532795327,1.391095444,7.596887655,1.641560356,8.053240683,3.818019932,2.711482712,-0.338292561,,10.68826559,-1.836204191,8.938146234,1.06787634,33.85031032,-5.613730151,7.143097839,0.869843995,7.496018918,2.982395943,15.21152416,2.307332433,,,,17.892828,-5.434359288,16.75970104,-0.676300104,9.273710134,-0.092939638,17.76843422,-3.692891105,54.75082528,-1.375692899,8.351496296,3.126884381
19.52790644,-1.557926571,13.80321924,0.838590717,23.19696535,-2.602202471,22.5379608,-3.848106529,20.50398775,3.166745299,,12.26092696,2.658825688,6.443540028,-0.746840073,9.956449754,-2.23151985,6.837378515,0.724466093,3.705500927,-1.714115187,6.869561122,-1.085227247,10.95557368,1.305430692,8.900971898,-1.221019807,4.822979206,1.225714186,3.274048516,1.373295164,7.535184381,1.633421345,7.977377413,3.87179833,2.667666531,-0.275503608,,10.55408515,-1.783526635,8.620338591,1.055582527,33.74824551,-5.6443722,7.093776103,0.860422302,7.386903654,2.988945907,15.10963122,2.361209293,,,,17.82751282,-5.394851482,16.62726722,-0.653038732,9.151425073,-0.05467832,17.66856701,-3.685308836,54.62305476,-1.361960917,8.240055885,3.065706291
19.43708919,-1.529321755,13.5885307,0.886642203,23.04929221,-2.612162204,22.46211919,-3.81233156,20.37931473,3.144014164,,12.07939606,2.684039644,6.300566912,-0.692998207,9.893936114,-2.163799065,6.713979836,0.719450395,3.661400711,-1.672553139,6.66299096,-1.060367122,10.71158675,1.352595835,8.706448842,-1.170563517,4.684744391,1.153031161,3.018619707,1.353745761,7.472329946,1.625272042,7.900289804,3.925049784,2.624880274,-0.214869182,,10.42056465,-1.731966561,,,33.64626479,-5.672427552,7.044030355,0.851403877,7.277718579,2.996271319,15.00459312,2.414575484,,,,17.76140034,-5.355368153,16.48971306,-0.628971968,9.026883166,-0.014911372,17.56521226,-3.677255869,54.49483166,-1.348699462,8.127591739,3.004305863
19.34603276,-1.501644381,13.37214307,0.933780188,22.90104734,-2.621151508,22.38666656,-3.777019403,20.24864733,3.120884981,,11.89441712,2.708070425,6.158296315,-0.639039091,9.829590089,-2.096698329,6.590519349,0.715122526,3.615929552,-1.631722079,6.458215677,-1.035355784,10.46722927,1.398528781,8.513390816,-1.119779152,4.546266379,1.081258804,2.767043032,1.332559539,7.408338246,1.617112825,7.821988985,3.977676292,2.583153966,-0.156510574,,10.28788441,-1.681609635,,,33.54438066,-5.697841068,6.993905174,0.842837575,7.16860221,3.004366642,14.89642501,2.467361613,,,,17.69449786,-5.315905231,16.34678168,-0.604097336,8.900024216,0.026433485,17.45827355,-3.668692397,54.36614473,-1.335857922,8.01415101,2.942708515
19.25476571,-1.474883805,13.15426744,0.979918127,22.75209866,-2.629173593,22.31157669,-3.742212703,20.11194708,3.097360238,,11.70610261,2.730831593,6.016885329,-0.585059408,9.763408266,-2.030234345,6.46710008,0.711415357,3.569107244,-1.591643406,6.25555248,-1.010279762,10.2227285,1.443172281,8.322090614,-1.068743324,4.407662304,1.010416521,2.51984306,1.309862617,7.343227817,1.60894826,7.742491347,4.029582436,2.542518635,-0.100537876,,10.15622569,-1.632539117,,,33.44260662,-5.720560854,6.943447278,0.834770879,7.059697151,3.013226158,14.78514864,2.519498976,,,,17.62681552,-5.276457244,16.19821832,-0.578415934,8.770784043,0.06942581,17.34765508,-3.659579622,54.23698254,-1.323383448,7.899777648,2.880940414
19.16331358,-1.449031024,12.93512656,1.024971059,22.60231032,-2.636232037,22.23681975,-3.70794919,19.96918418,3.073440414,,11.51457228,2.752236604,5.876489448,-0.531159046,9.695389913,-1.964422288,6.343823783,0.708255524,3.520957318,-1.552335953,6.055316624,-0.985227649,9.978312446,1.486467292,8.132837161,-1.017542554,4.269059099,0.940525767,2.27752483,1.285792545,7.277022461,1.60078757,7.661821512,4.080677591,2.503006306,-0.047047642,,10.0257698,-1.584834734,,,33.34095829,-5.740538072,6.892705927,0.827249844,6.951150092,3.022845114,14.67079229,2.570919318,,,,17.55836749,-5.23701675,16.04377245,-0.551931789,8.639095692,0.11413211,17.23326216,-3.649880433,54.1073329,-1.311221645,7.784511475,2.819028176
19.07169927,-1.424078661,12.71495447,1.06885532,22.45154258,-2.642330516,22.16236312,-3.674261219,19.82033852,3.049124088,,11.31995444,2.772200077,5.737262215,-0.47744126,9.625537289,-1.899276118,6.220791285,0.70556445,3.471507002,-1.513816337,5.857819865,-0.960290542,9.734209641,1.528353892,7.945915316,-0.966272373,4.130594197,0.871610471,2.040565822,1.260495312,7.209751745,1.592644982,7.580013089,4.13087682,2.464649595,0.003879359,,9.896697747,-1.538571585,,,33.23945422,-5.757726904,6.841733222,0.820319002,6.843111877,3.033220652,14.55338999,2.621554498,,,,17.48917168,-5.197574963,15.88320056,-0.524650575,8.504890341,0.160615554,17.11500175,-3.639560049,53.97718235,-1.299316744,7.668387965,2.756999276
18.97994384,-1.400020377,12.49399711,1.11148855,22.29965134,-2.64747238,22.08817228,-3.641175476,19.66540051,3.024408122,,11.12238755,2.790639438,5.599355036,-0.424012394,9.55385554,-1.834808462,6.098103183,0.703259952,3.420786769,-1.476099577,5.663369345,-0.935561366,9.490649068,1.568772384,7.761606629,-0.915035547,3.992415693,0.803697198,1.809411297,1.234122128,7.141451228,1.584539975,7.497107769,4.180100688,2.427481593,0.052178893,,9.769189826,-1.49381916,,,33.13811533,-5.772085169,6.79058431,0.814021151,6.73573706,3.044352008,14.43298018,2.67133647,,,,17.41924812,-5.158122905,15.71626878,-0.496578524,8.3680979,0.208936326,16.99278297,-3.628586744,53.84651614,-1.287611597,7.551438913,2.694882852
18.8880673,-1.376850344,12.27251317,1.152790399,22.14648812,-2.651660235,22.01421164,-3.608713018,19.50437113,2.999287598,,10.92202205,2.807476283,5.462916746,-0.370981299,9.480351928,-1.771030458,5.975861047,0.701258224,3.368829503,-1.439199718,5.472266719,-0.911133653,9.247860372,1.607664182,7.58019,-0.86394076,3.854681764,0.736815361,,,7.072162371,1.576497235,7.413154743,4.228274716,2.391536151,0.097803034,,9.643424694,-1.450640998,,,33.03696383,-5.783574955,6.739317631,0.808397033,6.629183345,3.056240248,14.30960448,2.720197781,,,,17.34861772,-5.118652279,15.54275462,-0.467721994,8.22864731,0.259152507,16.86651741,-3.616932568,53.71531772,-1.276048115,7.433693336,2.632710185
18.7960889,-1.35456292,12.05077434,1.192683744,21.9919011,-2.654895836,21.94044519,-3.576889468,19.33726182,2.973755512,,10.71902182,2.822637114,5.32809323,-0.318458724,9.405035001,-1.707952012,5.854168485,0.699475684,3.315669741,-1.403130325,5.284806836,-0.887100659,9.006074248,1.644972447,7.401941557,-0.813102324,3.717560485,0.670997943,,,7.001932358,1.568546471,7.328210994,4.275328954,2.356847506,0.140719792,,9.519578691,-1.409094719,,,32.93602249,-5.792162703,6.687995138,0.803484925,6.523611045,3.068887436,14.18330743,2.768072251,,,,17.277302,-5.079155811,15.36244795,-0.43808739,8.086467106,0.31132111,16.73611952,-3.604573739,53.58356827,-1.264568033,7.315178236,2.570514847
18.70402726,-1.333152007,11.82906505,1.231095938,21.83573645,-2.657180238,21.86683702,-3.545715149,19.16409407,2.947802027,,10.51356489,2.836053718,5.195027414,-0.266556922,9.327914293,-1.645582251,5.733131527,0.69783031,3.261343304,-1.367904929,5.10127573,-0.8635546,8.765522857,1.680643034,7.227133967,-0.76264009,3.581230931,0.606282699,,,6.930814186,1.560722455,7.242341467,4.321198273,2.32344832,0.180912369,,9.397825799,-1.369232108,,,32.83531429,-5.797819269,6.636682318,0.799320147,6.41918185,3.082294776,14.05413692,2.814895401,,,,17.20532334,-5.039627157,15.17515192,-0.40768119,7.941486898,0.365499471,16.60150679,-3.59149052,53.4512467,-1.253113339,7.195918872,2.508332439
18.61190092,-1.312609733,11.60768176,1.267959594,21.67783932,-2.658514163,21.79335174,-3.515195039,18.98489904,2.921413656,,10.30584315,2.847663648,5.063859171,-0.215389128,9.249000239,-1.583929735,5.612858292,0.696242481,3.205887364,-1.333537277,4.921949203,-0.840584946,8.526440045,1.714625886,7.056036003,-0.712678728,3.445884155,0.542713073,,,6.858867043,1.553065253,7.155618314,4.365823438,2.29136684,0.21837819,,9.278338005,-1.331099041,,,32.73486243,-5.800520035,6.585447978,0.795934513,6.31605712,3.096460247,13.92214506,2.860604508,,,,17.13270492,-5.000060539,14.98068391,-0.376510094,7.793639037,0.421746541,16.46259966,-3.577666952,53.31832994,-1.241626068,7.07593818,2.446199693
18.51972949,-1.292925032,11.38693231,1.303212926,21.51805448,-2.658898353,21.71995471,-3.48532852,18.79971763,2.894572904,,10.096062,2.857410923,4.934724896,-0.165068444,9.168304061,-1.523002384,5.493458385,0.694635705,3.149341056,-1.300040832,4.747093568,-0.818275551,8.289061149,1.746876087,6.888912345,-0.663346559,3.31172164,0.480337617,,,6.786156761,1.545620355,7.06811926,4.409151777,2.26062511,0.253128773,,9.161285883,-1.294734502,,,32.63469116,-5.800244445,6.534363763,0.793355677,6.214396455,3.111376426,13.78738881,2.905138426,,,,17.05947035,-4.96045042,14.77887655,-0.344581404,7.642858868,0.480122898,16.31932117,-3.563090955,53.18479289,-1.230048003,6.955255948,2.384153407
18.42753428,-1.274083205,11.16713544,1.3368,21.35622685,-2.658333506,21.64661164,-3.456109124,18.60860076,2.867258342,,9.884440661,2.865246783,4.807757382,-0.115706425,9.085837779,-1.462807467,5.37504286,0.692937848,3.091746716,-1.267427369,4.576968671,-0.796701381,8.053622364,1.777354078,6.72602311,-0.61477443,3.178951223,0.41920764,,,6.712756297,1.538438698,6.979925855,4.451136574,,,,9.046839465,-1.26016885,,,32.5348268,-5.796975606,6.48350307,0.791606277,6.114356039,3.127028621,13.64993003,2.948437473,,,,16.98564322,-4.920791307,14.56957874,-0.311904012,7.48908324,0.54068937,16.17159657,-3.547754562,53.05060769,-1.218320769,6.833888925,2.322230077
