GF1>+ - Capture (time interval between rows = 1 msec),,,,,,,,,,,GF1>Kir2.1 - Capture,,,,,,,,,,,,,,,,,,,,,,,,,,,GF1>+ - Escape,,,,,,,,,,,,,,,GF1>Kir2.1 - Escape,,,,,,,,,,,
X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),,X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),,X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),,X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm),X (mm),Z (mm)
18.33533827,-1.256066417,10.94862018,1.36867111,21.19220249,-2.656819775,21.57328782,-3.427524671,18.41160929,2.839444845,,9.671212508,2.871129937,4.683085772,-0.067412257,9.001614209,-1.403351933,5.257724975,0.691082591,3.033151659,-1.235705239,4.411831413,-0.775926118,7.820360097,1.806025475,6.567623319,-0.567094235,3.047783232,0.359374641,,,6.638746171,1.531576658,6.891122481,4.491736067,,,,8.935169203,-1.22742248,,,32.43529737,-5.790700912,6.432939423,0.790703121,6.016086459,3.143394249,13.50983522,2.99044355,,,,16.91124725,-4.881077469,14.35265559,-0.278489899,7.332248742,0.603505311,16.01935372,-3.531653761,52.91574324,-1.206386121,6.711852053,2.260466445
18.24316565,-1.238853966,10.73172473,1.398783198,21.02583001,-2.654356197,21.4999474,-3.399557824,18.2088135,2.811103704,,9.456623989,2.875026052,4.560834893,-0.020292481,8.915646871,-1.344643125,5.141620681,0.689009968,2.973609724,-1.204878239,4.251937968,-0.756000973,7.589510715,1.832860878,6.413962503,-0.520436414,2.91842858,0.300888868,,,6.564214284,1.525095503,6.801796104,4.530913231,,,,8.826446794,-1.196505253,,,32.3361314,-5.78141321,6.382745178,0.790656768,5.919731274,3.160444449,13.3671753,3.03110029,,,,16.83630696,-4.841302455,14.12798803,-0.24435488,7.172291357,0.668627544,15.86252393,-3.514788201,52.78016514,-1.194186181,6.589160399,2.198900745
18.15104206,-1.222421873,10.51679503,1.427100105,20.85696207,-2.650940215,21.42655323,-3.37218678,18.00029253,2.782202632,,9.240932149,2.876906999,4.441125014,0.025549919,8.827950159,-1.286689477,5.026847452,0.686665478,2.913181511,-1.174946003,4.097544321,-0.736963842,7.36131047,1.857835729,6.265284013,-0.474926988,2.791097913,0.243798843,,,6.489254668,1.519059853,6.712036247,4.568636398,,,,8.720845471,-1.167416461,,,32.23735716,-5.769111218,6.332991123,0.791471421,5.825427359,3.178146908,13.22202588,3.070352863,,,,16.76084751,-4.801459159,13.89547331,-0.209517956,7.009147188,0.736109639,15.70104288,-3.497161426,52.64383571,-1.181663661,6.465831312,2.13757432
18.05899491,-1.206742673,10.30418355,1.453592845,20.68545679,-2.646567335,21.35306685,-3.345385896,17.78613447,2.752706095,,9.024402447,2.876750427,4.324072686,0.070017205,8.738539838,-1.229500847,4.913521665,0.683998542,2.851933276,-1.145905984,3.948903638,-0.718839319,7.135995428,1.880930499,6.121823772,-0.430685106,2.666000559,0.188150938,,,6.413965591,1.513535643,6.621934856,4.604880211,,,,8.618539293,-1.140145506,,,32.13900266,-5.753799439,6.283746662,0.793144909,5.733306538,3.196468334,13.07446772,3.108147566,,,,16.68489296,-4.761540791,13.65502654,-0.17400052,6.842752889,0.806000514,15.53485142,-3.47878154,52.50671393,-1.168762151,6.341885881,2.076532874
17.96705281,-1.191786057,10.0942491,1.47824049,20.51117865,-2.64123106,21.27944872,-3.31912613,17.56643684,2.722575989,,8.807307945,2.874539943,4.20979139,0.113018224,8.647433544,-1.173088362,4.801756446,0.680961483,2.78993565,-1.117755919,3.806256741,-0.701641975,6.913801522,1.902131342,5.98380884,-0.387821257,2.543343104,0.133988349,,,6.338447678,1.508588274,6.531586122,4.639626264,,,,8.519701298,-1.11467345,,,32.04109542,-5.735488637,6.23508013,0.795668709,5.643496715,3.215375833,12.924587,3.144431669,,,,16.60846445,-4.721541755,13.4065824,-0.137826421,6.673045935,0.878342817,15.36389641,-3.459661942,52.36875598,-1.155426372,6.217348898,2.015826789
17.87524471,-1.177519662,9.887357528,1.501031969,20.33399904,-2.634923112,21.20565831,-3.293375195,17.34130736,2.691772427,,8.589928972,2.870265639,4.098391488,0.154469412,8.554651219,-1.117463895,4.691661172,0.677509458,2.727263168,-1.090495558,3.669818254,-0.685382192,6.694964356,1.921430765,5.851456042,-0.346435769,,,,,6.262802219,1.504280793,6.441086329,4.672863003,,,,8.424500665,-1.090974936,,,31.94366207,-5.714196718,6.187059189,0.799028131,5.556121383,3.234836883,12.77247573,3.179153577,,,,16.53157901,-4.681457678,13.15009653,-0.101022445,6.499965853,0.953172444,15.18813166,-3.43982202,52.22991631,-1.141602373,6.092248026,1.955510852
17.78359982,-1.163908906,9.683881969,1.521967748,20.1537966,-2.62763385,21.13165397,-3.268097521,17.1108648,2.660254601,,8.3725521,2.863924481,3.989980383,0.194296094,8.460215646,-1.062639611,4.583341942,0.673600851,2.663994416,-1.064127403,3.539767954,-0.670070026,6.47971858,1.938828288,5.724970464,-0.3066176,,,,,6.187129554,1.500671716,6.350533708,4.704585493,,,,8.333099672,-1.069019814,,,31.84672882,-5.689948711,6.139751318,0.803202656,5.471298509,3.254818327,12.61823182,3.212263033,,,,16.45424914,-4.641284964,12.88554696,-0.063618557,6.323456871,1.03051951,15.00751887,-3.41928756,52.0901488,-1.127237829,5.966613599,1.89564412
17.69214831,-1.150916076,9.484201178,1.541059503,19.9704581,-2.619352911,21.05739199,-3.243254325,16.87523949,2.627981503,,8.155468695,2.855520462,3.884662894,0.232433483,8.364153126,-1.008627934,4.476901761,0.669197462,2.600212232,-1.038656857,3.416249985,-0.655715652,6.268297191,1.954331182,5.604543641,-0.268443632,,,,,6.111527603,1.497812749,6.260028111,4.734796075,,,,8.245651173,-1.048774344,,,31.75032314,-5.662775265,6.093224379,0.808166382,5.389140025,3.275285017,12.4619589,3.243711151,,,,16.37648362,-4.601019939,12.612936,-0.025648166,6.143471645,1.110410091,14.82202804,-3.398090609,51.94940749,-1.112282464,5.840479258,1.836290111
17.60092136,-1.138500008,9.288696352,1.558327853,19.78387947,-2.610070041,20.98282528,-3.218803982,16.63457316,2.594912184,,7.938973545,2.845064557,3.782540784,0.268826691,8.266494115,-0.955441775,4.372440102,0.664264224,2.536003844,-1.014091864,3.299374976,-0.642328274,6.060930316,1.967955362,5.490351214,-0.231978293,,,,,6.036090745,1.49574696,6.169670147,4.763505204,,,,,,,,31.65447559,-5.632710815,6.047547172,0.813888484,5.309751915,3.296198223,12.30376577,3.273450225,,,,16.29828893,-4.560657802,12.33229248,0.012851129,5.959975087,1.192867657,14.63163717,-3.376269194,51.80764658,-1.096688352,5.713882378,1.777516845
17.50995058,-1.126616689,9.097747509,1.573800251,19.5939664,-2.599776074,20.90790246,-3.19470261,16.38901862,2.56100586,,7.723363687,2.832574807,3.683710966,0.303430319,8.167273395,-0.903094618,4.270052245,0.658768632,2.47146107,-0.990441934,3.18922203,-0.629914353,5.857842992,1.979726729,5.382549485,-0.197273612,,,,,5.960909184,1.494507679,6.079559973,4.790731186,,,,,,,,31.55921984,-5.599793407,6.002789911,0.820333539,5.233234315,3.317514013,12.14376588,3.301433484,,,,16.21967004,-4.520192279,12.04367415,0.051837417,5.772947209,1.277913478,14.43633228,-3.353867505,51.66482004,-1.080410064,5.58686329,1.719395976
17.41926784,-1.115220083,8.9117302,1.587510333,19.40063435,-2.588463802,20.83256792,-3.170904571,16.13874003,2.526222468,,7.508937651,2.818076917,3.588263554,0.33620843,8.066529417,-0.8516006,4.16982846,0.652680208,2.406680599,-0.967716895,3.085840159,-0.618475563,5.659252666,1.98968248,5.281271081,-0.164369973,,,,,5.886068526,1.494117738,5.989796695,4.816499475,,,,,,,,31.46459066,-5.564066432,5.959024446,0.827461615,5.159681173,3.339182046,11.98207661,3.327615019,,,,16.14062981,-4.479616325,11.74716999,0.091266036,5.582384875,1.365566099,14.23610782,-3.330936132,51.52088186,-1.063404728,5.459463618,1.662001167
17.32890551,-1.104262829,8.731012883,1.599498531,19.20380901,-2.576128419,20.75676226,-3.147362863,15.88391374,2.490523949,,7.295994766,2.801605101,3.496281198,0.367134938,7.964303361,-0.800974793,4.0718533,0.645970429,2.341764293,-0.94592599,,,5.465367371,1.99787092,5.186620525,-0.13329753,,,,,5.811649016,1.494588009,5.900478737,4.840842457,,,,,,,,31.3706216,-5.525580586,5.91632414,0.835228113,5.089179374,3.361144593,11.81881845,3.35195025,,,,16.06116758,-4.438923078,,,5.388302941,1.455840083,14.03096714,-3.307531632,51.37578711,-1.045632124,5.331725136,1.605406692
17.23889626,-1.093697145,8.555955042,1.609813159,19.0034274,-2.562767568,20.68042296,-3.124029498,15.62472964,2.45387595,,7.084833865,2.783202472,3.407839849,0.396194086,7.860639006,-0.751233309,3.976205707,0.638613463,2.276819302,-0.9250776,,,5.276384549,2.004349701,5.09866928,-0.104078186,,,,,5.737724422,1.495915184,5.811704847,4.863799452,,,,,,,,31.277344,-5.48439457,5.874763363,0.843583373,5.021807658,3.3833352,11.6541144,3.374397095,,,,15.98127834,-4.398106136,,,5.190735689,1.548744389,13.8209226,-3.283715712,51.22949327,-1.027054783,5.203689494,1.549686806
17.14927218,-1.083476149,8.3869045,1.61851054,18.79943937,-2.548381249,20.60348515,-3.100855813,15.36139206,2.416249151,,6.875751581,2.762920919,3.323009823,0.423381139,7.755583265,-0.70239273,3.882959754,0.630587288,2.211957795,-0.905179455,,,5.092490636,2.009184067,5.017450089,-0.076727639,,,,,5.664361299,1.498079949,5.723575311,4.885416749,,,,,,,,31.18478748,-5.440574618,5.834416362,0.852472122,4.957635419,3.405676759,11.4880897,3.394917085,,,,15.90095325,-4.357159011,,,4.98973931,1.644281097,13.60599584,-3.259554582,51.08196105,-1.007638044,5.075398196,1.494915896
17.06006402,-1.073554913,8.224192638,1.625653677,18.591809,-2.532971829,20.52588244,-3.077792708,15.09411974,2.377619231,,6.669040806,2.740821009,3.241855773,0.448703368,7.649186384,-0.654469299,3.792185304,0.621874537,2.147296141,-0.886239093,,,4.913861283,2.012445731,4.942953205,-0.051256261,,,,,5.591618886,1.501046518,5.636192897,4.905747613,,,,,,,,31.09298095,-5.39419382,5.79535556,0.86183301,,,11.32087183,3.41347539,,,,15.82018036,-4.316074607,,,,,13.38621808,-3.235118209,50.93315427,-0.987349905,4.94689304,1.441169496
16.97130145,-1.063890128,8.068129509,1.631311303,18.38051546,-2.516544093,20.44754769,-3.05479093,14.82314484,2.337965769,,6.464989414,2.716971999,3.164435074,0.472180416,7.541501794,-0.607478407,3.703947908,0.612462577,2.082953641,-0.8682642,,,4.740660945,2.014211696,4.875126967,-0.027668217,,,,,5.519548814,1.504763649,5.549663198,4.924851938,,,,,,,,31.00195383,-5.345331593,5.757650082,0.871598464,,,11.15259044,3.430039756,,,,15.7389449,-4.274845307,,,,,13.16163022,-3.210479332,50.78303927,-0.966160928,4.818217393,1.388525598
16.88301427,-1.05443881,7.919001037,1.635559335,18.16555328,-2.499105019,20.36841359,-3.031801448,14.54871218,2.297271439,,6.263878925,2.691451531,3.090795868,0.493843365,7.432586378,-0.56143409,3.618307663,0.602342545,2.019051355,-0.851262541,,,4.573041457,2.014563124,4.813880425,-0.005960464,,,,,5.448194043,1.50916636,5.464094458,4.942795582,,,,,,,,30.91173662,-5.294073009,5.721365281,0.881694926,,,10.98337732,3.444579453,,,,15.65722931,-4.233463394,,,,,12.93228311,-3.185712805,50.6315847,-0.944044632,4.689417404,1.337065167
16.79523294,-1.045157725,7.777067864,1.638483959,17.94693279,-2.480663313,20.28841332,-3.008775814,14.27107834,2.255521816,,6.065982645,2.664344913,3.020976474,0.513733114,7.322500984,-0.516348503,3.535317935,0.591508261,1.955711452,-0.835241597,,,4.411140801,2.013584776,4.759083428,0.013875775,,,,,5.377587757,1.514177069,5.379597199,4.959649219,,,,,,,,30.82236088,-5.240508129,5.686563163,0.892043672,,,10.81336684,3.457064906,,,,15.5750131,-4.191921307,,,,,12.69823845,-3.160895552,50.47876178,-0.920978075,4.560542001,1.286871251
16.70798843,-1.0360036,7.642564629,1.640183673,17.7246812,-2.46122932,20.2074811,-2.985666393,13.99051123,2.212705362,,5.87156362,2.635744327,2.955005561,0.531898947,7.211310269,-0.472231883,3.4550251,0.579956421,1.893057051,-0.820208242,,,4.255082599,2.011364742,,,,,,,5.307752971,1.519705854,5.296283661,4.975486532,,,,,,,,30.73385854,-5.184732022,5.653303209,0.902562294,,,10.64269662,3.467467471,,,,15.4922724,-4.150211251,,,,,12.45956992,-3.136106891,50.32454481,-0.896942108,4.431642042,1.238027434
16.62131245,-1.026932959,7.515698522,1.640769142,17.49884328,-2.44081544,20.12555247,-2.962426398,13.70729006,2.168813801,,5.680874173,2.605748811,2.892901225,0.548397449,7.099081775,-0.429092843,3.377468883,0.567687774,1.831212234,-0.806168355,,,4.104975579,2.00799412,,,,,,,5.238702903,1.52565088,5.214266845,4.990382295,,,,,,,,30.64626067,-5.126845599,5.621643272,0.913166903,,,10.47150765,3.475758917,,,,15.40897987,-4.108324495,,,,,12.21636384,-3.111428993,50.16891145,-0.871921215,4.302770031,1.190617014
16.53523771,-1.017901758,7.396646206,1.640362208,17.26948122,-2.419436586,20.04256438,-2.939009966,13.4217052,2.123842676,,5.494157651,2.574465293,2.834669461,0.563291911,6.985885211,-0.386938265,3.302682303,0.554707998,1.770301924,-0.793126083,,,3.960912314,2.003566504,,,,,,,5.170442609,1.531900601,5.133659446,5.004410902,,,,,,,,30.55959666,-5.066956326,5.591640065,0.923774448,,,10.29994382,3.481910997,,,,15.32510441,-4.066251394,,,,,11.9687191,-3.08694723,50.01184209,-0.84590337,4.173980759,1.144723306
16.44979754,-1.008865779,7.285549609,1.639094788,17.03667423,-2.397110564,19.95845515,-2.915372639,13.13405702,2.077791387,,5.311650086,2.542009421,2.780303692,0.57665223,6.87179257,-0.345772714,3.230691006,0.541027777,1.710451571,-0.781082857,,,,,,,,,,,5.102972526,1.538338646,5.054573244,5.017645472,,,,,,,,30.47389432,-5.005178013,5.563348316,0.93430348,,,10.12815166,3.485895396,,,,15.2406112,-4.023981973,,,,,11.71674716,-3.062749962,49.85331838,-0.818880473,4.045332301,1.100430157
16.36502485,-0.999781573,7.182511356,1.637106159,16.80051856,-2.373858728,19.87316391,-2.891472241,12.84465442,2.030663483,,5.133579944,2.508505463,2.729785143,0.588554929,6.756878655,-0.305598085,3.161512526,0.526662703,1.651787075,-0.770036149,,,,,,,,,,,5.036293104,1.544850053,4.977118779,5.030157472,,,,,,,,30.38918078,-4.941630174,5.536818533,0.944673015,,,9.956280468,3.487683962,,,,15.15546257,-3.981506196,,,,,11.46057244,-3.038928095,49.69332196,-0.790849268,3.916886929,1.057821808
16.28095145,-0.990607247,7.087590177,1.634537929,16.56112768,-2.349706796,19.78662981,-2.867269772,12.55381464,1.982468249,,4.960167498,2.47408633,2.683082412,0.599082572,6.641221449,-0.266413903,3.095156119,0.51163364,1.594435413,-0.75997771,,,,,,,,,,,4.970408687,1.55132653,,,,,,,,,,30.30548324,-4.876437699,5.512094575,0.954801157,,,9.784482437,3.487249023,,,,15.06961912,-3.938814124,,,,,11.20033278,-3.015575793,49.53183457,-0.761811927,3.788711613,1.016981994
16.19760767,-0.981303126,7.000796903,1.631529098,16.31863263,-2.324685263,19.69879146,-2.842730115,12.2618638,1.933222803,,,,2.640150355,0.608322691,6.524902359,-0.228218036,3.031623088,0.49596724,1.538525721,-0.750891503,,,,,,,,,,,4.905329562,1.557669327,,,,,,,,,,30.22282933,-4.809730811,5.489212047,0.964604521,,,9.61291243,3.484563617,,,,14.98304024,-3.895896173,,,,,10.93617945,-2.992792219,49.3688394,-0.731776082,3.660877886,0.977992679
16.11502185,-0.971832244,6.922091091,1.628213315,16.07318266,-2.298829179,19.60958684,-2.817822579,11.96913709,1.882953262,,,,2.600930399,0.616367761,6.408006534,-0.191007285,2.970907158,0.47969625,1.484189982,-0.742752216,,,,,,,,,,,4.841072122,1.563789581,,,,,,,,,,30.14124709,-4.741644761,5.468198318,0.973999022,,,9.441727212,3.479601708,,,,14.89568498,-3.852742685,,,,,10.66827718,-2.970682552,49.20432202,-0.700754711,3.533461557,0.94093294
16.03322042,-0.962160203,6.851377284,1.624717076,15.82494557,-2.27217759,19.51895315,-2.792521308,11.67597847,1.83169458,,,,2.565351844,0.623316001,6.290623058,-0.154777676,2.912995051,0.462860085,1.431562427,-0.735525266,,,,,,,,,,,4.777657839,1.569607114,,,,,,,,,,30.06076478,-4.672319357,,,,,9.27108443,3.472339024,,,,14.80751341,-3.809342745,,,,,10.3968039,-2.949357338,49.0382707,-0.668765853,3.406543,0.9058785
15.95222827,-0.952254706,,,15.57410707,-2.244772987,19.42682649,-2.766805175,11.38274017,1.779489491,,,,,,6.172844615,-0.119524822,2.857867435,0.445506168,1.380776916,-0.729168362,,,,,,,,,,,4.71511214,1.575049012,,,,,,,,,,29.98141042,-4.601899203,,,,,9.101142105,3.462754785,,,,14.71848691,-3.765683753,,,,,10.12195014,-2.928930365,48.87067677,-0.635832089,3.280207852,0.872901692
15.87206872,-0.942085732,,,15.32086983,-2.216660863,19.33314182,-2.740656591,11.08978209,1.726387204,,,,,,6.054766678,-0.085244297,2.805499998,0.427691494,1.331962798,-0.723633942,,,,,,,,,,,4.65346376,1.580048511,,,,,,,,,,29.90321114,-4.530534428,,,,,8.932058735,3.450833673,,,,14.62856725,-3.721752539,,,,,9.843918151,-2.909516123,48.70153535,-0.601980432,3.154547628,0.842071556
15.79276293,-0.931626446,,,15.0654533,-2.187889316,19.23783357,-2.714059086,10.79747137,1.67244223,,,,,,5.936486873,-0.05193158,2.755864346,0.409483468,1.285240728,-0.718871686,,,,,,,,,,,4.592744019,1.584543698,,,,,,,,,,29.82619313,-4.458380635,,,,,8.763993294,3.436567237,,,,14.53771536,-3.677537025,,,,,9.56292127,-2.891228397,48.53084578,-0.567242796,3.029660376,0.813454362
15.71432951,-0.920854039,,,14.80809376,-2.15850873,19.14083688,-2.68699477,10.50618247,1.61771374,,,,,,5.818104941,-0.01958174,2.70892875,0.390959886,1.240719333,-0.714830487,,,,,,,,,,,4.532985708,1.588475997,,,,,,,,,,29.75038247,-4.385597974,,,,,8.597104941,3.419954571,,,,14.44589071,-3.633027106,,,,,9.279182964,-2.87418041,48.35861167,-0.531656323,2.905651554,0.787114653
15.63678456,-0.909749988,,,14.54904431,-2.128571428,19.04208869,-2.659443141,10.21629766,1.56226576,,,,,,5.699723242,0.011810702,2.664658707,0.372208351,1.198492697,-0.71145953,,,,,,,,,,,4.474222468,1.591789806,,,,,,,,,,29.67580592,-4.31235022,,,,,8.431553192,3.40100289,,,,14.35305215,-3.588214129,,,,,8.992935737,-2.85848544,48.1848409,-0.49526307,2.782634349,0.763115842
15.56014221,-0.898299812,,,14.28857481,-2.098131161,18.94152825,-2.631381439,9.928207067,1.50616794,,,,,,5.581447424,0.042251806,2.6230172,0.353325368,1.158638704,-0.708708546,,,,,,,,,,,4.416489355,1.594433855,,,,,,,,,,29.60249099,-4.23880409,,,,,8.267498552,3.379728428,,,,14.25915914,-3.543089673,,,,,8.704420708,-2.844256639,48.00954585,-0.458109571,2.660728693,0.741519386
15.48441509,-0.886492296,,,14.02697202,-2.067242555,18.83909726,-2.602785585,9.642307448,1.449495712,,,,,,5.463386389,0.071748271,2.583964718,0.334415189,1.121218492,-0.706527637,,,,,,,,,,,4.359823657,1.596362774,,,,,,,,,,29.53046491,-4.165128971,,,,,8.105102648,3.356157157,,,,14.16417202,-3.497645043,,,,,8.413887794,-2.831605922,47.83274358,-0.420246593,2.540059644,0.722383091
15.40961504,-0.874318366,,,13.76453975,-2.035960721,18.7347399,-2.573631108,9.358998862,1.392328529,,,,,,5.345650885,0.100307386,2.547458955,0.315587933,1.086276797,-0.704866887,,,,,,,,,,,4.304264611,1.597537562,,,,,,,,,,29.45975354,-4.0914972,,,,,7.944527344,3.330324958,,,,14.06805167,-3.451871746,,,,,8.12159609,-2.820642746,47.65445601,-0.38172882,2.420756192,0.705759606
15.33575442,-0.861769832,,,13.50159913,-2.004341043,18.62840283,-2.543893867,9.078680616,1.334746857,,,,,,5.228351405,0.127936597,2.513454377,0.296957213,1.053842656,-0.703675779,,,,,,,,,,,4.249852026,1.597925285,,,,,,,,,,29.39038118,-4.018084282,,,,,7.785933408,3.302277598,,,,13.97075978,-3.405761971,,,,,7.827815256,-2.811472554,47.47471018,-0.342614514,2.302950331,0.691695189
15.26284818,-0.848837426,,,13.23848829,-1.972439073,18.52003495,-2.513550382,8.801748309,1.276831169,,,,,,5.111596666,0.154642561,2.481902147,0.27863845,1.023930027,-0.702902547,,,,,,,,,,,4.196624493,1.597498205,,,,,,,,,,29.32237125,-3.945068388,,,,,7.629479361,3.272070896,,,,13.87225947,-3.359308577,,,,,7.532827584,-2.804194862,47.29353745,-0.302965599,2.18677562,0.680228559
15.1909157,-0.835508559,,,12.97556095,-1.94031061,18.40958685,-2.48257789,8.528592604,1.218663999,,,,,,4.995492908,0.180429983,2.452749756,0.260747185,0.996538108,-0.702494082,,,,,,,,,,,4.14461767,1.596232393,,,,,,,,,,29.25574655,-3.872629467,,,,,7.475320558,3.239770954,,,,13.77251537,-3.312504741,,,,,7.236928256,-2.79890263,47.11097186,-0.262848034,2.07236549,0.671389913
15.1199805,-0.821766228,,,12.71318458,-1.908011947,18.29701043,-2.450954502,8.259599016,1.1603324,,,,,,4.880143567,0.205300765,2.425939685,0.243395957,,,,,,,,,,,,,4.09386297,1.594106437,,,,,,,,,,29.19052883,-3.800948649,,,,,7.323608434,3.205454323,,,,13.67149357,-3.265343607,,,,,6.940423391,-2.795682744,46.9270486,-0.222331966,1.959852152,0.6652004
15.0500689,-0.80758915,,,12.45173853,-1.875600389,18.18225914,-2.418659579,7.995147757,1.101929238,,,,,,4.765649387,0.229254183,2.401407893,0.226690934,,,,,,,,,,,,,4.044386681,1.591100559,,,,,,,,,,29.12673854,-3.730207443,,,,,7.174490312,3.169208334,,,,13.56916159,-3.217818335,,,,,6.64362803,-2.794615378,46.74180359,-0.1814917,1.849365898,0.661671974
14.98120898,-0.792952248,,,12.19161165,-1.843135304,18.06528863,-2.385674228,7.735612571,1.043553644,,,,,,4.652109453,0.252288146,2.379082717,0.210729792,,,,,,,,,,,,,3.996209241,1.587195895,,,,,,,,,,29.0643962,-3.660585203,,,,,7.028109757,3.131131491,,,,13.4654883,-3.169922745,,,,,6.346865018,-2.795771856,46.5552736,-0.140405827,1.741033769,0.660806851
14.91343027,-0.777826921,,,11.93320002,-1.810679285,17.94605728,-2.351981804,7.481358133,0.985310527,,,,,,4.539622813,0.274400502,2.358883694,0.195600249,,,,,,,,,,,,,3.949344712,1.582374202,,,,,,,,,,29.00352449,-3.592255508,,,,,6.884606705,3.091333382,,,,13.36044367,-3.121652467,,,,,6.050464235,-2.799212705,46.36749689,-0.099157178,1.634977869,0.662596222
14.84676416,-0.762180974,,,11.67690592,-1.778298558,17.82452635,-2.317568328,7.23273676,0.927309397,,,,,,4.428289804,0.295589845,2.340720343,0.181378322,,,,,,,,,,,,,3.90380119,1.576619237,,,,,,,,,,28.94414916,-3.525384039,,,,,6.744116744,3.049933921,,,,13.25399823,-3.073006126,,,,,5.754761357,-2.804987029,46.17851324,-0.057832437,1.531314251,0.667018729
14.78124399,-0.745978888,,,11.42313741,-1.74606259,17.70065943,-2.282422836,6.990085347,0.869663369,,,,,,4.31821272,0.315856391,,,,,,,,,,,,,,,3.859582684,1.569920421,,,,,,,,,,28.88629845,-3.460128154,,,,,6.606769814,3.007062211,,,,13.14612251,-3.023985731,,,,,5.460096264,-2.813132897,45.98836257,-0.016522061,1.430152254,0.674038528
14.71690373,-0.72918324,,,11.17230765,-1.714043568,17.57442155,-2.246537901,6.753722481,0.812488585,,,,,,4.209495759,0.335202988,,,,,,,,,,,,,,,3.816691289,1.562277026,,,,,,,,,,28.83000253,-3.39663623,,,,,6.472689022,2.962855432,,,,13.03678687,-2.974595931,,,,,5.166812416,-2.823678067,45.7970832,0.024679373,1.331593628,0.683602715
14.65377569,-0.711756621,,,10.924834,-1.682315801,17.44577807,-2.209910458,6.52394464,0.755902901,,,,,,4.102244011,0.353635259,,,,,,,,,,,,,,,3.775128131,1.553700643,,,,,,,,,,28.77529344,-3.335046664,,,,,6.341989939,2.917458085,,,,12.92596137,-2.924843093,,,,,4.875257104,-2.836640566,45.60471139,0.065673187,1.235731608,0.695638897
14.59188888,-0.693662906,,,10.68113777,-1.650954644,17.31469449,-2.172542526,6.301021221,0.700023351,,,,,,3.996561526,0.371160557,,,,,,,,,,,,,,,3.734893164,1.544215747,,,,,,,,,,28.72220504,-3.275487709,,,,,6.214780397,2.871021612,,,,12.81361557,-2.874735346,,,,,4.585781188,-2.852028306,45.41128186,0.106357152,,
14.53126822,-0.674867925,,,10.44164444,-1.620035344,17.18113689,-2.134441427,6.085190261,0.644964206,,,,,,3.892549345,0.387786781,,,,,,,,,,,,,,,3.695984882,1.533859518,,,,,,,,,,28.67077259,-3.218077641,,,,,6.091160693,2.823704092,,,,12.6997188,-2.824283249,,,,,4.298738309,-2.869837415,45.21682826,0.146626416,,
14.47193406,-0.655339973,,,10.20678328,-1.589632446,17.04507277,-2.095619556,5.876656188,0.590836741,,,,,,3.790304343,0.403521915,,,,,,,,,,,,,,,3.658400528,1.522681552,,,,,,,,,,28.6210328,-3.16292372,,,,,5.971224089,2.775669912,,,,12.58424124,-2.773500169,,,,,4.01448405,-2.890050314,45.02138319,0.186374958,,
14.41390227,-0.635049575,,,9.97698604,-1.559819676,16.90647196,-2.056093959,5.675588244,0.537749315,,,,,,3.689918879,0.41837422,,,,,,,,,,,,,,,3.622136817,1.510742811,,,,,,,,,,28.57302427,-3.11011996,,,,,5.855057345,2.727089476,,,,12.46715514,-2.722402398,,,,,3.733374688,-2.912634416,44.8249784,0.225497374,,
14.3571851,-0.613967923,,,9.752685045,-1.530669825,16.76530783,-2.015885399,5.482118615,0.485806777,,,,,,3.591480582,0.432352436,,,,,,,,,,,,,,,3.587190889,1.498112994,,,,,,,,,,28.52678792,-3.05974548,,,,,5.742741049,2.678138835,,,,12.34843536,-2.671009015,,,,,3.455765493,-2.937541144,44.62764525,0.263890246,,
14.30179257,-0.592064735,,,9.534310557,-1.502254571,16.62155886,-1.975016366,5.29634146,0.435109367,,,,,,3.4950717,0.445465645,,,,,,,,,,,,,,,3.553560892,1.48486648,,,,,,,,,,28.48236656,-3.011864733,,,,,5.634349566,2.628998964,,,,12.22805853,-2.619341256,,,,,3.182009433,-2.964704859,44.42941561,0.301452622,,
14.24773311,-0.569307059,,,9.322287229,-1.47464451,16.47521043,-1.933508753,5.118313587,0.385751209,,,,,,3.40076807,0.457723065,,,,,,,,,,,,,,,3.521245376,1.471077933,,,,,,,,,,28.43980354,-2.966528924,,,,,5.529950472,2.579854508,,,,12.10600163,-2.567422051,,,,,,,44.23032244,0.338085878,,
14.19501286,-0.545659874,,,9.117029516,-1.447909246,16.32625589,-1.891382631,,,,,,,,3.308638503,0.469133971,,,,,,,,,,,,,,,3.49024169,1.456818999,,,,,,,,,,28.3991413,-2.923777061,,,,,5.429603708,2.530892263,,,,11.98224067,-2.515276439,,,,,,,44.03039965,0.373693797,,
