"GF1>+, Capture","GF1>Kir2.1, Capture","GF1>+, Escape","GF1>Kir2.1, Escape"
1.204301705,11.59354151,-11.06625931,-14.05688943
2.929382111,-3.544897875,3.919571572,-2.179191182
-6.394389271,-6.582801625,-6.830469076,-0.670016016
-6.235959474,6.882186468,7.598577388,-14.20204355
7.52873899,-28.46601743,20.0323352,-0.954922242
,-7.540237317,13.28646408,17.3497363
,5.662737532,7.995126029,
,-7.261068919,,
,18.26423965,,
,9.110233421,,
,15.38781538,,
,23.2076737,,
,-17.14744421,,
