"GF1>+, Capture","GF1>Kir2.1, Capture","GF1>+, Escape","GF1>Kir2.1, Escape"
29.75995005,25.65046351,18.68899815,38.45434211
22.05892787,56.27076178,14.35984005,11.34512199
20.78393869,81.49006336,5.50477691,21.84388764
30.20683763,50.64078898,27.27252692,31.05543422
28.23023813,92.69435472,26.99828769,24.98705918
,51.51033003,35.21681683,61.97245404
,41.01236763,6.065526291,
,32.04055769,,
,41.66075257,,
,38.41873863,,
,45.85942024,,
,23.31790782,,
,56.11529704,,
